Codigo;Nome;Sigla;CodigoPai
91842;Instituto Chico Mendes de Conservação da Biodiversidade;ICMBio;1927
103263;Coordenação Regional do ICMBio no Rio de Janeiro;CR 8-RJ;91842
2146;Coordenação-Geral de Controle de Legalidade;CGLEG;318
318;Consultoria Jurídica;CJ;316
46073;Coordenação-Geral de Processos Judiciais e Disciplinares;CGJUDI;318
2148;Coordenação de Contencioso Judicial;CCJ;46073
2035;Secretaria de Política Agrícola;SPA/MAPA;14
2994;Departamento de Economia Agrícola;DEAGRI/SPA;2035
94363;Coordenação-Geral Jurídica;CGJ-PRU-1;13216
3616;Agência Brasileira de Cooperação;ABC;91109
2030;Instituto Nacional de Meteorologia;INMET;14
2131;Comando de Defesa Aeroespacial Brasileiro;COMDABRA;58
2160;Comando;N/D;2131
1934;Instituto Nacional do Seguro Social;INSS;1930
116883;Serviço de Benefícios;BENEF;116776
44392;7ª Região Militar;7ª RM / 7ª DE;1599
80619;7ª Brigada de Infantaria Motorizada;7ª Bda Inf Mtz;44392
2176;Comando;N/D;62152
9008;Delegacia da Receita Federal do Brasil de Julgamento em Recife;DRJ-REC;77
80624;10ª Brigada de Infantaria Motorizada;10ª Bda Inf Mtz;44392
2179;Grupo de Serviço de Base;N/D;62152
62152;Base Aérea de Natal;BANT;80342
2161;Estado Maior Combinado;N/D;2131
1919;Secretaria de Energia Elétrica;SEE;2852
2207;Fundação Nacional de Saúde;FUNASA;304
26175;Capitania dos Portos do Ceará;CPCE;768
117672;Coordenação-Geral de Gestão de Estatutários;CGGE;3472
2162;Centro de Operações de Defesa Aeroespacial;CODA;2131
86924;Coordenação de Elaboração Normativa;N/D;86923
69;Diretoria de Material Aeronáutico e Bélico;DIRMAB;68
37448;Divisão Administrativa;DA-CAB;2219
62591;Departamento de Design;DDesign-UFPE;13060
37447;Divisão Técnica;DT-CAB;2219
1954;Departamento de Estrangeiros;DEEST;9518
46889;Gerência-Geral de Integração Setorial;GGISE;103304
72460;Divisão de Assessoria Técnica;N/D;2214
1955;Coordenação de Classificação Indicativa;COCID;18012
22075;Coordenação de Análise e Acompanhamento de Convênios;CAAC;77304
77300;Coordenação de Análise e Acompanhamento de Prestação de Contas e Tomada de Contas Especiais;COAPC;77304
2120;Coordenação-Geral de Administração de Pessoas;CGAP/SPOA;8842
36670;Ministério do Esporte;ME;26
2121;Coordenação-Geral de Logística e Serviços Gerais;CGSG/SPOA;8842
2241;Coordenação de Atividades Gerais;COAG/CGSG;2121
77692;Coordenação do Programa de Alimentação do Trabalhador;COPAT;2862
2145;Coordenação de Estudos e Pareceres;CEP;2146
77274;Coordenação de Licitações e Contratos Administrativos;COLIC;2146
2147;Coordenação de Assuntos Disciplinares;CAD;46073
20881;Unidade Estadual do IBGE na Bahia;UE-BA;3
47571;Serviço Financeiro e Contábil;SEFIN;88493
25064;Agência Nacional de Telecomunicações;ANATEL;3159
42832;Secretaria de Inspeção do Trabalho;SIT;2844
15580;Coordenação-Geral de Agrometeorologia;CGA/INMET;2030
332;Imprensa Nacional;IN;2837
2254;Coordenação-Geral de Publicação e Divulgação;CGPD;332
2255;Coordenação-Geral de Administração;CORAD-IN;332
74098;Coordenação-Geral de Recursos;CGNAR;42832
62067;Diretoria de Infraestrutura Aquaviária;DIA-DNIT;54844
46626;Coordenação-Geral de Engenharia;CGA;34889
74213;Divisão de Programação Financeira;DIPROF;77681
3204;Coordenação-Geral de Planejamento e Administração;CGPA;2330
77351;Coordenação;CRH-FUNARTE;3204
2156;Coordenação-Geral de Sistemas de Comunicação;CSC/INMET;2030
25707;Escola Nacional de Circo;ENC-FUNARTE;25569
25569;Centro das Artes Cênicas;CEACEN;2330
7838;Coordenadoria Estadual no Rio Grande do Norte;CEST-RN;367
49517;Coordenadoria Estadual no Piauí;CEST-PI;367
86620;Coordenação de Engenharia e Patrimônio Imobiliário;CEPAI;86619
77355;Centro Técnico das Artes Cênicas;CTAC-FUNARTE;25569
78816;Seção de Atividades Gerais;SAG/DAD-RJ;83406
83397;Divisão de Apoio Administrativo;DAD/SFA-MG;2773
2773;Superintendência Federal de Agricultura, Pecuária e Abastecimento no Estado de Minas Gerais;SFA/MG;14
117541;Divisão de Política, Produção e Desenvolvimento Agropecuário;DPDAG/SFA-CE;2789
72421;Coordenação-Geral de Autogestão Cooperativista;CGAC/DENACOOP;2039
7848;Coordenadoria Estadual em Sergipe;CEST-SE;367
13278;Agência da Receita Federal do Brasil em Bragança Paulista;ARF-BÇP;13280
95778;Pró-Reitoria de Ensino;PROEN;72060
86899;Coordenação-Geral do Gabinete do Ministro;CGGab;317
87325;Gerência de Finanças e Administração;GEFAD-SUREG-I;87318
22033;Divisão de Acompanhamento Parlamentar;DIPAR;2305
110170;Coordenação de Licitações e Contratos;CLC;18545
18552;Coordenação-Geral de Tecnologia da Informação;CGTI;3431
1959;Gabinete do Ministro;GM;1930
104836;Pró-Reitoria de Assuntos Comunitários e Estudantis;ProACE;22202
13674;Procuradoria Regional da União 3ª Região São Paulo;PRU-3ª R/SP;3619
1222;Secretaria de Controle Interno;CISET-CCPR;42673
2318;Coordenação-Geral de Contabilidade e Avaliação;CGCA;1222
118471;Coordenação-Geral de Administração Geral;N/D;34889
67;Diretoria de Intendência;DIRINT;63
7833;Coordenadoria Estadual no Ceará;CEST-CE;367
2332;Subdiretoria de Pagamento de Pessoal;SOPP;67
7834;Coordenadoria Estadual em Pernambuco;CEST-PE;367
8927;Subsecretaria de Planejamento e Orçamento;SPOA;3243
8928;Subsecretaria de Assuntos Administrativos;SAA;3243
74933;Secretaria de Vigilância em Saúde;SVS;304
74932;Secretaria de Gestão Estratégica e Participativa;SGEP;304
465;Fundação Universidade do Amazonas;UFAM;244
94993;Diretoria de Desenvolvimento da Rede de Instiuições Federais de Ensino Superior;DDRIFS;766
2335;Subdiretoria de Encargos Especiais;SDEE;67
72102;Coordenação Administrativa;CADGM;71599
1989;Secretaria de Atenção à Saúde;SAS;304
41928;Subchefia de Inteligência Estratégica;SCIE;113156
118822;Divisão de Assistência à Saúde;DAS/CASQ;118817
32191;Campus Dois Vizinhos;DOIS VIZINHOS;454
543;Superintendência do Patrimônio da União no Rio de Janeiro;SEPU-RJ;1986
59147;Campus Universitário;CU IFMGSE;103596
14158;Escola de Engenharia;EE/CT-UFRJ;14154
118572;Divisão de Licitações;DILIC;36763
56461;Coordenação-Geral de Acesso e Difusão Documental;COACE;334
105915;Superintendência Nacional de Previdência Complementar;PREVIC;1930
704;Departamento de Polícia Rodoviária Federal;DPRF;316
24292;Departamento de Botânica;DB-UnB;16169
2037;Gabinete do Ministro;GM;1926
119488;Coordenação-Geral de Inovação, Convergência e Plataformas Audiovisuais;N/D;102486
13201;Coordenação-Geral de Gestão de Pessoas;CGGP;119453
845;Embaixada do Brasil em Bogotá;BRASEMB BOGOTÁ;263
849;Embaixada do Brasil no Cairo;BRASEMB CAIRO;263
887;Embaixada do Brasil em Quito;BRASEMB QUITO;263
871;Embaixada do Brasil em Madri;BRASEMB MADRI;263
245;Gabinete do Ministro;GM;244
1599;Comando Militar do Nordeste;C M NE;94
1705;Fundo Nacional de Desenvolvimento;FND;3162
957;Fundação Habitacional do Exército;FHE;94
47572;Serviço de Suprimentos;SESUP;88493
115503;Subsecretaria de Gestão Estratégica e Competividade;SGEC;3270
1018;Comissão de Aeroportos da Região Amazônica;COMARA;58
16539;Núcleo de Tecnologia da Informação;NTI/RTR;827
67943;Divisão de Gerenciamento de Recursos;DGR;73000
71225;Departamento de Apoio à Pós-Graduação;DAPG-UFRGS;71226
8814;Subsecretaria de Planejamento, Orçamento e Administração;SPOA;3236
2732;Coordenação-Geral de Gestão de Pessoas;COGEP;8814
2730;Coordenação-Geral de Planejamento e Projetos Organizacionais;COGPL;8814
70354;Coordenação-Geral de Gestão Juducial;CG-PRU-4;13875
77633;Procuradoria Federal no Estado de Minas Gerais;GAB-PGF;96379
24475;Departamento de Engenharia Elétrica;DEE-UnB;16200
13366;Delegacia da Receita Federal do Brasil em Araraquara;DRF-AQA;3163
16;Consultoria Jurídica;CONJUR/MAPA;14
1782;Fundação Cultural Palmares;FCP;1926
9154;Câmara de Comércio Exterior;CAMEX;1932
77634;Procuradoria Regional Federal 2ª Região;PRF2ªREGIÃO;69685
3188;Delegacia da Receita Federal do Brasil em Santarém;DRF-SAN;3149
45110;Coordenação-Geral de Orçamento, Finanças e Contabilidade;CGOFC;3431
38235;Subsecretaria de Orçamento e Administração;SOAD;3235
95561;Departamento de Políticas de Saúde e Segurança Ocupacional;DPSSO;2210
77635;Procuradoria Regional Federal 3ª Região;PRF3REGIÃO;69685
105961;Assessoria de Assuntos Internacionais ;AAINT;3235
335;Coordenação de Documentos Escritos;CODES;56501
2448;Coordenação de Documentos Audiovisuais e Cartográficos;CODAC;56501
2449;Coordenação de Preservação do Acervo;COPAC;56501
2450;Coordenação de Consulta ao Acervo;COCAC;56461
336;Coordenação-Geral de Administração;COAD;334
58320;Diretoria Administrativa/Financeira;DAF-UFAL;10173
73139;Coordenadoria-Geral do Serviço de Nutrição;CG/UFMG;11810
74316;Diretoria de Produtos e Destinos ;DPROD;241
87318;Superintendência Regional de Goiás;SUREG-I/GO;121262
37767;Gabinete do Ministro;GABIN;42672
103736;Pró-Reitoria de Administração;PRAP;103731
77097;Serviço de Administração e Finanças;SAF-RS;69292
95232;Campus Planaltina;N/D;94430
4270;Alfândega da Receita Federal do Brasil  Aeroporto Internacional de Viracopos;ALF-AIVCP;3163
3380;Delegacia da Receita Federal do Brasil em Sorocaba;DRF-SOR;3163
7917;Coordenação-Geral de Produção e Pesquisa;CGPP-ALEGT;33126
96379;Procuradoria Regional Federal 1ª Região;PRF-1ª Região ;69685
73185;Coordenação de Produção;COOP-ALEG;7917
16610;Câmpus de Paranaíba;CPAR;827
16611;Câmpus de Ponta Porã;CPPP;827
20352;Coordenação de Legislação de Pessoal;COLEG;14308
1922;Gabinete do Ministro;GABIN;2846
2939;Assessoria Parlamentar;ASPAR;1922
2942;Assessoria de Comunicação Social;ASCOM;1922
2953;Superintendência de Administração do Ministério da Fazenda no Estado do Rio Grande do Sul;SAMF-RS;8814
75637;Coordenação-Geral do Portal da Amazônia Ocidental;CGPAM;166
984;Fundação Biblioteca Nacional;FBN;1926
8953;Subsecretaria de Planejamento, Orçamento e Administração;SPOA;3413
2982;Coordenação-Geral de Planejamento Setorial;CGPLAN;8953
46211;Divisão de Avaliação e Programas;DIAPRO;2982
3087;Coordenação-Geral de Tecnologia da Informação;Cotec;99395
117680;Coordenação-Geral de Órgãos Extintos no Rio de Janeiro;CGOERJ;3472
3754;Superintendência de Desenvolvimento da Região Cacaueira do Estado da Bahia;SDBES;18
73901;Coordenação Acompanhamento de Diligências e de Tomadas de Contas Especiais;CDTCE;73900
73900;Coordenação-Geral de Prestação de Contas de Convênios;CGCONV;73883
46876;Agência Nacional de Águas;ANA;1927
113109;Centro Nacional de Pesquisa e Conservação de Peixes Continentais;CEPTA;91842
44312;Distrito Sanitário Especial Indígena - Alto Rio Purus;DSEI/ARP;110368
44313;Distrito Sanitário Especial Indígena - Alto Rio Negro;DSEI-ARN;110368
16266;Faculdade de Educação Física e Fisioterapia;N/D;465
81768;Coordenação-Geral de Apoio Laboratorial;CGAL/SDA;757
81037;Coordenação de Produção Integrada da Cadeia Agrícola;CPIA/CGSPR;46848
72383;Divisão de Sistemas e Gestão de Banco de Dados  ;DSG/COSIS ;72382
75869;Divisão de Administração de Edifícios e Serviços Auxiliares;DAESA;75868
48214;Superintendência do IBAMA na Bahia;SUPES-BA;1812
68918;Gerência Executiva de Barreiras;GEREX-BA;1812
7484;Superintendência Estadual do Rio de Janeiro;Suest-RJ;2207
107968;Divisão Técnica;DIV-MS;87608
383;Gabinete;GAB;382
9155;Delegacia da Receita Federal do Brasil de Julgamento em Campinas;DRJ-CPS;77
110576;Diretoria de Ensino, Pesquisa e Extensão;DREP;95232
9166;Delegacia da Receita Federal do Brasil de Julgamento em Ribeirão Preto;DRJ-RPO;77
13574;Procuradoria Regional da União 2ª Região Rio de Janeiro;PRU-2ª/RJ;3619
2878;Centro Nacional de Desenvolvimento Sustentado das Populações Tradicionais/DF;CNPT-DF;91842
78334;Coordenação-Geral de Marcas I;CGMAR I;386
78330;Divisão de Contencioso;DCONT;384
2185;Diretoria de Administração ;DIRAD;382
37052;Coordenação de Projetos e Soluções;COPSO;2778
384;Procuradoria Federal;PROC;382
3296;Delegacia da Receita Federal do Brasil em Boa Vista;DRF-BVT;3149
3824;Alfândega da Receita Federal do Brasil no Porto de Manaus;ALF-MNS;3149
78339;Coordenação-Geral de Marcas II;CGMAR II;386
73983;Coordenação de Infraestrutura;COINF;73980
73993;Coordenação de Cadastro e Pagamento de Pessoal;COCAP;73992
74011;Secretaria Nacional de Habitação;SNH;42672
74015;Secretaria Nacional de Saneamento Ambiental;SNSA;42672
74019;Secretaria Nacional de Transporte e da Mobilidade Urbana;SNTMU;42672
84779;Diretoria Administrativa;DA/UFCE;28891
99394;Subsecretaria de Arrecadação e Atendimento;Suara;77
12472;Delegacia da Receita Federal do Brasil em Floriano;ARF-FLO;3150
49066;Coordenação de Finanças, Material e Patrimônio;CFIM;42826
74738;Unidade Tipo A;UE;45104
110577;Coordenadoria Geral de Pesquisa e Extensão;CGPE;110576
9200;Delegacia da Receita Federal do Brasil de Julgamento em Florianópolis;DRJ-FNS;77
9219;Delegacia da Receita Federal do Brasil de Julgamento em Porto Alegre;DRJ-POA;77
74734;Unidade Tipo A;SE;45104
87329;Gerência de Desenvolvimento e Suporte Estratégico;GEDES-GO;87318
74736;Unidade Tipo A;UE;45104
74727;Unidade Tipo A;SE;45104
74733;Unidade Tipo A;UE;45104
77;Secretaria da Receita Federal do Brasil;RFB;1929
99392;Subsecretaria de Tributação e Contencioso;Sutri;77
99624;Coordenação de Assuntos Internacionais e Capacitação Docente e Técnica;CICAT;32420
99393;Subsecretaria de Fiscalização;Sufis;77
99391;Subsecretaria de Aduana e Relações Internacionais;Suari;77
99395;Subsecretaria de Gestão Corporativa;Sucor;77
76445;Gerência de Patrimônio, Material e Serviços Auxiliares;DA/SG;74455
17593;Coordenação-Geral de Gestão de Pessoas;Cogep;99395
87415;Embrapa Produtos e Mercado;SPM;25
74728;Unidade Tipo A;SE;45104
45104;Agência Brasileira de Inteligência;ABIN;27
122818;Coordenação de Administração Geral;CAG-Camocim;121870
121871;Campus Caucaia;N/D;100911
541;Coordenação-Geral da Representação Judicial da Fazenda Nacional;CRJ;101011
92123;Procuradoria-Seccional da Fazenda Nacional em Vitória da Conquista;PSFN-VCA;18662
168;Auditoria Interna;AUDI;367
1468;Diretoria Administrativa;DA;367
74126;Coordenação de Recursos Humanos;CRH;1468
389;Centro de Disseminação da Informação Tecnológica;CEDIN;78366
74129;Coordenação de Recursos Financeiros;CRF;1468
86980;Coordenação de Modernização Administrativa;N/D;3122
3148;Superintendência Regional da Receita Federal do Brasil 1ª Região Fiscal;SRRF01;77
3149;Superintendência Regional da Receita Federal do Brasil 2ª Região Fiscal;SRRF02;77
2807;Departamento da Aladi e Integração Econômica Regional ;DIN;3138
110297;Departamento do Mercosul ;DMERCOSUL;3138
120198;Secretaria de Negócios;SNE;25
110301;Departamento de Assuntos Financeiros e Serviços;DEC;3139
69685;Procuradoria-Geral Federal;PGF-AGU;46
2330;Fundação Nacional de Artes;FUNARTE;1926
36336;Coordenação Técnico-Administrativa;COTAD;9069
29319;Coordenação-Geral de Direito Previdenciário;CGPRE;2855
29318;Coordenação-Geral de Direito Administrativo;CGADM;2855
107784;Delegacia da Receita Federal do Brasil no Rio de Janeiro I;DRF - RJ I;3158
92688;Coordenação-Geral de Contencioso Administrativo e Judicial;Cocaj;99392
73904;Coordenação de Avaliação de Prestações de Contas;CAPC;73900
33350;Gabinete do Reitor;GAR;33336
3015;Coordenação-Geral de Orçamento e Finanças;CGOF-MJ;8953
3240;Divisão de Orçamento;DIOR;3015
1158;Superintendência Regional de Sergipe;SR/DPF/SE;324
22783;Delegacia Regional Executiva;DREX-PE;1219
1219;Superintendência Regional de Pernambuco;SR/DPF/PE ;324
54474;Procuradoria da União no Estado de Santa Catarina;PU-SC;13875
9036;Delegacia da Receita Federal do Brasil de Julgamento em Juiz de Fora;DRJ-JFA;77
3017;Coordenação-Geral de Recursos Humanos;CGRH-MJ;8953
3253;Coordenação de Administração de Recursos Humanos;COARH;3017
116438;Coordenação Geral de Proteção;CGPRO;92707
33311;Divisão de Execução Financeira;DF-UFRGS;33279
20374;Coordenação de Execução Orçamentária e Financeira;CEORF;14325
73359;Divisão de Apoio à Coordenação de Secretaria;DISEC;73358
73414;Coordenação-Geral do Espaço Cultural Mauro Mota;N/D;19396
22266;Coordenação de Desenvolvimento de Recursos Humanos;CDRH;3017
19396;Diretoria de Memória, Educação e Cultura e Arte;N/D;257
73416;Coordenação de Artes Plásticas;COART;73414
72583;Coordenação de Suprimento e Serviços Gerais;COSEG-MJ;3018
50034;Pró-Reitoria de Desenvolvimento e Gestão de Pessoas;N/D;16398
76569;Delegacia Regional de Combate ao Crime Organizado;DRCOR-PE;1219
257;Fundação Joaquim Nabuco;FUNDAJ;244
46085;Coordenação de Contratos, Execução Orçamentária e Financeira;COEFIN;3018
69292;Superintendência Regional do DNIT no Estado do Rio Grande do Sul;10ªUNIT-RS;54844
103507;Diretoria de Saúde e Qualidade de Vida;N/D;50034
69293;Superintendência Regional do DNIT no Estado do Mato Grosso;11ªUNIT-MT;54844
19057;Diretoria de Pesquisas Sociais;DIPES;257
113168;Departamento de Ciência e Tecnologia Industrial;Decti;113165
86567;Empresa Brasil de Comunicação S.A.;EBC;91624
103527;Reitoria;RT;100909
69850;Regional Fortaleza;R-FOR;90
69851;Regional Recife;R-RCE;90
3303;Delegacia da Receita Federal do Brasil em Recife;DRF-REC;3153
173;Fundação Nacional do Índio;FUNAI;316
69852;Regional Salvador;R-SDO;90
62660;Divisão de Contabilidade;N/D;43693
3150;Superintendência Regional da Receita Federal do Brasil 3ª Região Fiscal;SRRF03;77
3153;Superintendência Regional da Receita Federal do Brasil 4ª Região Fiscal;SRRF04;77
